"","id","age","nage","sex","condition","trial","block","stimulus","min","sec","agent","predicate","patient","compr","diff","typediff_1","typediff_2","mod_or_add","sim_or_seq","hol_or_atom","nr_elements","order","Age"
"1","475752","6",6.24931506849315,"f","size",10,"variations","duck_small",7,11,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"2","475752","6",6.24931506849315,"f","size",11,"variations","comb_small",7,36,"comb","small",NA,1,"yes","bimanual",NA,0,0,0,1,"s","6yo"
"3","475752","6",6.24931506849315,"f","size",12,"variations","hammer_big",7,57,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"4","475752","6",6.24931506849315,"f","size",13,"variations","hammer_small",8,35,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"5","475752","6",6.24931506849315,"f","size",14,"variations","comb_big",8,59,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"6","475752","6",6.24931506849315,"f","size",15,"variations","duck_big",9,21,"duck","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"7","475752","6",6.24931506849315,"f","size",16,"variations","comb_big",9,51,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"8","475752","6",6.24931506849315,"f","size",17,"variations","hammer_small",10,35,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"9","475752","6",6.24931506849315,"f","size",18,"variations","hammer_big",10,57,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"10","475752","6",6.24931506849315,"f","size",19,"variations","duck_big",11,29,"duck","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"11","475752","6",6.24931506849315,"f","size",20,"variations","comb_big",11,48,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"12","475752","6",6.24931506849315,"f","size",21,"variations","duck_small",12,9,"duck","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"13","475752","6",6.24931506849315,"f","size",22,"variations","comb_small",12,32,"comb","small",NA,1,"yes","bimanual",NA,0,0,0,1,"s","6yo"
"14","475752","6",6.24931506849315,"f","size",23,"variations","hammer_big",12,58,"hammer","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"15","475752","6",6.24931506849315,"f","size",24,"variations","duck_small",13,32,"duck","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"16","475752","6",6.24931506849315,"f","size",25,"variations","duck_big",14,2,"duck","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"17","475752","6",6.24931506849315,"f","size",26,"variations","comb_big",14,24,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"18","475752","6",6.24931506849315,"f","size",27,"variations","hammer_small",14,46,"hammer","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"19","475752","6",6.24931506849315,"f","size",28,"transfer","fork_small",15,54,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"20","475752","6",6.24931506849315,"f","size",29,"transfer","bike_small",16,24,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"21","475752","6",6.24931506849315,"f","size",30,"transfer","bike_big",16,57,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"22","475752","6",6.24931506849315,"f","size",31,"transfer","fork_big",17,29,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"23","475752","6",6.24931506849315,"f","size",32,"transfer","bike_big",18,5,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"24","475752","6",6.24931506849315,"f","size",33,"transfer","fork_small",18,26,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"25","475752","6",6.24931506849315,"f","size",34,"transfer","fork_big",18,45,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"26","475752","6",6.24931506849315,"f","size",35,"transfer","bike_small",19,14,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"27","475770","6",6.4027397260274,"f","size",10,"variations","duck_big",6,31,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"28","475770","6",6.4027397260274,"f","size",11,"variations","hammer_big",7,1,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"29","475770","6",6.4027397260274,"f","size",12,"variations","bike_small",7,29,"bike","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"30","475770","6",6.4027397260274,"f","size",13,"variations","hammer_small",8,8,"hammer","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"31","475770","6",6.4027397260274,"f","size",14,"variations","bike_big",8,30,"bike","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"32","475770","6",6.4027397260274,"f","size",15,"variations","duck_small",8,56,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"33","475770","6",6.4027397260274,"f","size",16,"variations","bike_small",9,14,"bike","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"34","475770","6",6.4027397260274,"f","size",17,"variations","duck_small",9,45,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"35","475770","6",6.4027397260274,"f","size",18,"variations","bike_big",10,10,"bike","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"36","475770","6",6.4027397260274,"f","size",19,"variations","duck_big",10,31,"duck","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"37","475770","6",6.4027397260274,"f","size",20,"variations","hammer_big",10,52,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"38","475770","6",6.4027397260274,"f","size",21,"variations","hammer_small",11,10,"hammer","small",NA,0,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"39","475770","6",6.4027397260274,"f","size",22,"variations","duck_big",11,46,"duck","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"40","475770","6",6.4027397260274,"f","size",23,"variations","hammer_big",12,8,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"41","475770","6",6.4027397260274,"f","size",24,"variations","bike_big",12,35,"bike","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"42","475770","6",6.4027397260274,"f","size",25,"variations","duck_small",12,58,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"43","475770","6",6.4027397260274,"f","size",26,"variations","bike_small",13,40,"bike","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"44","475770","6",6.4027397260274,"f","size",27,"variations","hammer_small",14,1,"hammer","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"45","475770","6",6.4027397260274,"f","size",28,"transfer","fork_small",15,6,"fork","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"46","475770","6",6.4027397260274,"f","size",29,"transfer","comb_big",15,36,"comb","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"47","475770","6",6.4027397260274,"f","size",30,"transfer","comb_small",16,0,"comb","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"48","475770","6",6.4027397260274,"f","size",31,"transfer","fork_big",16,20,"fork","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"49","475770","6",6.4027397260274,"f","size",32,"transfer","comb_big",16,47,"comb","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"50","475770","6",6.4027397260274,"f","size",33,"transfer","fork_big",17,7,"fork","big",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"51","475770","6",6.4027397260274,"f","size",34,"transfer","comb_small",17,29,"comb","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"52","475770","6",6.4027397260274,"f","size",35,"transfer","fork_small",17,51,"fork","small",NA,1,"yes","sizeges",NA,1,1,1,2,"sp","6yo"
"53","475688","6",6.16986301369863,"f","size",10,"variations","fork_big",5,47,"fork","big",NA,1,"yes","sizeges","sizeact",1,1,1,2,"sp","6yo"
"54","475688","6",6.16986301369863,"f","size",11,"variations","hammer_big",6,19,"hammer","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"55","475688","6",6.16986301369863,"f","size",12,"variations","bike_small",6,50,"bike","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"56","475688","6",6.16986301369863,"f","size",13,"variations","fork_small",7,24,"fork","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"57","475688","6",6.16986301369863,"f","size",14,"variations","hammer_small",7,54,"hammer","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"58","475688","6",6.16986301369863,"f","size",15,"variations","bike_big",8,24,"bike","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"59","475688","6",6.16986301369863,"f","size",16,"variations","hammer_big",8,48,"hammer","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"60","475688","6",6.16986301369863,"f","size",17,"variations","fork_big",9,11,"fork","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"61","475688","6",6.16986301369863,"f","size",18,"variations","hammer_small",9,36,"hammer","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"62","475688","6",6.16986301369863,"f","size",19,"variations","bike_small",10,1,"bike","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"63","475688","6",6.16986301369863,"f","size",20,"variations","fork_small",10,30,"fork","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"64","475688","6",6.16986301369863,"f","size",21,"variations","bike_big",10,52,"bike","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"65","475688","6",6.16986301369863,"f","size",22,"variations","bike_small",11,26,"bike","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"66","475688","6",6.16986301369863,"f","size",23,"variations","fork_small",11,52,"fork","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"67","475688","6",6.16986301369863,"f","size",24,"variations","hammer_big",12,19,"hammer","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"68","475688","6",6.16986301369863,"f","size",25,"variations","hammer_small",12,40,"hammer","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"69","475688","6",6.16986301369863,"f","size",26,"variations","fork_big",13,5,"fork","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"70","475688","6",6.16986301369863,"f","size",27,"variations","bike_big",13,32,"bike","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"71","475688","6",6.16986301369863,"f","size",28,"transfer","comb_small",14,40,"comb","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"72","475688","6",6.16986301369863,"f","size",29,"transfer","duck_small",15,13,"duck","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"73","475688","6",6.16986301369863,"f","size",30,"transfer","duck_big",16,3,"duck","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"74","475688","6",6.16986301369863,"f","size",31,"transfer","comb_big",16,42,"comb","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"75","475688","6",6.16986301369863,"f","size",32,"transfer","duck_small",17,14,"duck","small",NA,1,"yes","sizeact",NA,-1,0,0,1,"s","6yo"
"76","475688","6",6.16986301369863,"f","size",33,"transfer","comb_big",17,38,"comb","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"77","475688","6",6.16986301369863,"f","size",34,"transfer","comb_small",18,0,"comb","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"78","475688","6",6.16986301369863,"f","size",35,"transfer","duck_big",18,30,"duck","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"79","477690","6",6.13698630136986,"f","size",10,"variations","fork_big",7,27,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"80","477690","6",6.13698630136986,"f","size",11,"variations","bike_big",7,55,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"81","477690","6",6.13698630136986,"f","size",12,"variations","fork_small",8,19,"fork","small",NA,0,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"82","477690","6",6.13698630136986,"f","size",13,"variations","comb_small",8,43,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"83","477690","6",6.13698630136986,"f","size",14,"variations","comb_big",9,12,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"84","477690","6",6.13698630136986,"f","size",15,"variations","bike_small",9,35,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"85","477690","6",6.13698630136986,"f","size",16,"variations","bike_big",10,1,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"86","477690","6",6.13698630136986,"f","size",17,"variations","comb_small",10,27,"comb","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"87","477690","6",6.13698630136986,"f","size",18,"variations","fork_big",10,50,"fork","big",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"88","477690","6",6.13698630136986,"f","size",19,"variations","comb_big",11,16,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"89","477690","6",6.13698630136986,"f","size",20,"variations","fork_small",11,38,"fork","small",NA,1,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"90","477690","6",6.13698630136986,"f","size",21,"variations","bike_small",12,5,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"91","477690","6",6.13698630136986,"f","size",22,"variations","comb_small",12,28,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"92","477690","6",6.13698630136986,"f","size",23,"variations","comb_big",12,53,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"93","477690","6",6.13698630136986,"f","size",24,"variations","fork_big",13,20,"fork","big",NA,0,"yes","sizeact",NA,0,0,0,1,"s","6yo"
"94","477690","6",6.13698630136986,"f","size",25,"variations","fork_small",13,50,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"95","477690","6",6.13698630136986,"f","size",26,"variations","bike_big",14,14,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"96","477690","6",6.13698630136986,"f","size",27,"variations","bike_small",14,40,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"97","477690","6",6.13698630136986,"f","size",28,"transfer","duck_big",16,2,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"98","477690","6",6.13698630136986,"f","size",29,"transfer","duck_small",16,38,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"99","477690","6",6.13698630136986,"f","size",30,"transfer","hammer_big",17,10,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"100","477690","6",6.13698630136986,"f","size",31,"transfer","hammer_small",17,27,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"101","477690","6",6.13698630136986,"f","size",32,"transfer","hammer_big",17,50,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"102","477690","6",6.13698630136986,"f","size",33,"transfer","hammer_small",18,11,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"103","477690","6",6.13698630136986,"f","size",34,"transfer","duck_big",18,35,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"104","477690","6",6.13698630136986,"f","size",35,"transfer","duck_small",18,57,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"105","476968","6",6.05753424657534,"f","size",10,"variations","comb_big",6,45,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"106","476968","6",6.05753424657534,"f","size",11,"variations","fork_small",7,10,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"107","476968","6",6.05753424657534,"f","size",12,"variations","fork_big",7,41,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"108","476968","6",6.05753424657534,"f","size",13,"variations","duck_big",8,9,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"109","476968","6",6.05753424657534,"f","size",14,"variations","comb_small",8,32,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"110","476968","6",6.05753424657534,"f","size",15,"variations","duck_small",8,55,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"111","476968","6",6.05753424657534,"f","size",16,"variations","fork_small",9,20,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"112","476968","6",6.05753424657534,"f","size",17,"variations","duck_small",9,42,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"113","476968","6",6.05753424657534,"f","size",18,"variations","duck_big",10,4,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"114","476968","6",6.05753424657534,"f","size",19,"variations","comb_small",10,28,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"115","476968","6",6.05753424657534,"f","size",20,"variations","comb_big",11,0,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"116","476968","6",6.05753424657534,"f","size",21,"variations","fork_big",11,24,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"117","476968","6",6.05753424657534,"f","size",22,"variations","comb_small",11,46,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"118","476968","6",6.05753424657534,"f","size",23,"variations","fork_big",12,7,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"119","476968","6",6.05753424657534,"f","size",24,"variations","fork_small",12,30,"fork","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"120","476968","6",6.05753424657534,"f","size",25,"variations","comb_big",13,16,"comb","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"121","476968","6",6.05753424657534,"f","size",26,"variations","duck_small",14,8,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"122","476968","6",6.05753424657534,"f","size",27,"variations","duck_big",14,31,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"123","476968","6",6.05753424657534,"f","size",28,"transfer","hammer_big",15,54,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"124","476968","6",6.05753424657534,"f","size",29,"transfer","bike_big",16,16,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"125","476968","6",6.05753424657534,"f","size",30,"transfer","bike_small",16,37,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"126","476968","6",6.05753424657534,"f","size",31,"transfer","hammer_small",17,4,"hammer","small",NA,0,"yes","bimanual",NA,1,0,0,1,"s","6yo"
"127","476968","6",6.05753424657534,"f","size",32,"transfer","hammer_small",17,22,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"128","476968","6",6.05753424657534,"f","size",33,"transfer","bike_big",17,57,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"129","476968","6",6.05753424657534,"f","size",34,"transfer","hammer_big",18,20,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"130","476968","6",6.05753424657534,"f","size",35,"transfer","bike_small",18,47,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"131","477850","6",6.08493150684932,"f","size",10,"variations","hammer_big",6,53,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"132","477850","6",6.08493150684932,"f","size",11,"variations","fork_big",7,24,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"133","477850","6",6.08493150684932,"f","size",12,"variations","duck_big",7,52,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"134","477850","6",6.08493150684932,"f","size",13,"variations","fork_small",8,24,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"135","477850","6",6.08493150684932,"f","size",14,"variations","duck_small",9,8,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"136","477850","6",6.08493150684932,"f","size",15,"variations","hammer_small",9,39,"hammer","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"137","477850","6",6.08493150684932,"f","size",16,"variations","duck_big",10,20,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"138","477850","6",6.08493150684932,"f","size",17,"variations","hammer_big",10,47,"hammer","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"139","477850","6",6.08493150684932,"f","size",18,"variations","fork_small",11,16,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"140","477850","6",6.08493150684932,"f","size",19,"variations","duck_small",11,47,"duck","small",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"141","477850","6",6.08493150684932,"f","size",20,"variations","fork_big",12,14,"fork","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"142","477850","6",6.08493150684932,"f","size",21,"variations","hammer_small",12,50,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"143","477850","6",6.08493150684932,"f","size",22,"variations","duck_big",13,30,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"144","477850","6",6.08493150684932,"f","size",23,"variations","hammer_small",14,2,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"145","477850","6",6.08493150684932,"f","size",24,"variations","fork_big",14,31,"fork","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"146","477850","6",6.08493150684932,"f","size",25,"variations","duck_small",15,3,"duck","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"147","477850","6",6.08493150684932,"f","size",26,"variations","hammer_big",15,33,"hammer","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"148","477850","6",6.08493150684932,"f","size",27,"variations","fork_small",15,58,"fork","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"149","477850","6",6.08493150684932,"f","size",28,"transfer","bike_small",17,30,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"150","477850","6",6.08493150684932,"f","size",29,"transfer","comb_big",18,1,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"151","477850","6",6.08493150684932,"f","size",30,"transfer","comb_small",18,23,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"152","477850","6",6.08493150684932,"f","size",31,"transfer","bike_big",18,57,"bike","big",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"153","477850","6",6.08493150684932,"f","size",32,"transfer","bike_big",19,27,"bike","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"154","477850","6",6.08493150684932,"f","size",33,"transfer","comb_big",19,58,"comb","big",NA,0,"no",NA,NA,0,0,0,1,"s","6yo"
"155","477850","6",6.08493150684932,"f","size",34,"transfer","bike_small",20,20,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"156","477850","6",6.08493150684932,"f","size",35,"transfer","comb_small",20,47,"comb","small",NA,1,"no",NA,NA,0,0,0,1,"s","6yo"
"157","349264","8",8.5041095890411,"f","size",10,"variations","duck_small",4,56,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"158","349264","8",8.5041095890411,"f","size",11,"variations","comb_small",5,24,"comb","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"159","349264","8",8.5041095890411,"f","size",12,"variations","hammer_big",5,48,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"160","349264","8",8.5041095890411,"f","size",13,"variations","hammer_small",6,12,"hammer","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"161","349264","8",8.5041095890411,"f","size",14,"variations","comb_big",6,50,"comb","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"162","349264","8",8.5041095890411,"f","size",15,"variations","duck_big",7,15,"duck","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"163","349264","8",8.5041095890411,"f","size",16,"variations","comb_small",7,41,"comb","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"164","349264","8",8.5041095890411,"f","size",17,"variations","hammer_small",8,4,"hammer","small",NA,1,"yes","sizeges","sizeact",1,1,1,2,"ps","8yo"
"165","349264","8",8.5041095890411,"f","size",18,"variations","hammer_big",8,29,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"166","349264","8",8.5041095890411,"f","size",19,"variations","duck_big",8,53,"duck","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"167","349264","8",8.5041095890411,"f","size",20,"variations","comb_big",9,25,"comb","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"168","349264","8",8.5041095890411,"f","size",21,"variations","duck_small",9,53,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"169","349264","8",8.5041095890411,"f","size",22,"variations","comb_small",10,24,"comb","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"170","349264","8",8.5041095890411,"f","size",23,"variations","hammer_big",10,45,"hammer","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"171","349264","8",8.5041095890411,"f","size",24,"variations","duck_small",11,5,"duck","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"172","349264","8",8.5041095890411,"f","size",25,"variations","duck_big",11,33,"duck","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"173","349264","8",8.5041095890411,"f","size",26,"variations","comb_big",11,56,"comb","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"174","349264","8",8.5041095890411,"f","size",27,"variations","hammer_small",12,18,"hammer","small",NA,1,"yes","sizeges","sizeact",1,1,1,2,"ps","8yo"
"175","349264","8",8.5041095890411,"f","size",28,"transfer","fork_small",13,32,"fork","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"176","349264","8",8.5041095890411,"f","size",29,"transfer","bike_small",13,55,"bike","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"177","349264","8",8.5041095890411,"f","size",30,"transfer","bike_big",14,19,"bike","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"178","349264","8",8.5041095890411,"f","size",31,"transfer","fork_big",14,44,"fork","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"179","349264","8",8.5041095890411,"f","size",32,"transfer","bike_big",15,7,"bike","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"180","349264","8",8.5041095890411,"f","size",33,"transfer","fork_small",15,31,"fork","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"181","349264","8",8.5041095890411,"f","size",34,"transfer","fork_big",15,52,"fork","big",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"182","349264","8",8.5041095890411,"f","size",35,"transfer","bike_small",15,17,"bike","small",NA,1,"yes","sizeges",NA,1,1,1,2,"ps","8yo"
"183","370984","8",8.26301369863014,"f","size",10,"variations","duck_big",6,2,"duck","big",NA,0,"no",NA,NA,0,0,0,1,"s","8yo"
"184","370984","8",8.26301369863014,"f","size",11,"variations","hammer_big",6,37,"hammer","big",NA,1,"no",NA,NA,0,0,0,1,"s","8yo"
"185","370984","8",8.26301369863014,"f","size",12,"variations","bike_small",7,30,"bike","small",NA,1,"no",NA,NA,0,0,0,1,"s","8yo"
"186","370984","8",8.26301369863014,"f","size",13,"variations","hammer_small",7,58,"hammer","small",NA,1,"no",NA,NA,0,0,0,1,"s","8yo"
